text,pro,anti,New_Pro,New_Anti
"Kenya Airways onTuesday said its pretax loss for last year tripled to 36.57 billion shillings ($333.2 million) as the coronavirus crisis hit demand for travel.

The carrier,which is part owned by Air France KLM, said its revenue plunged by more than half during the period
Nairobi https://t.co/XctWO2np27",0,0,0,0
"Dear #Ontario,
 
We are a group of 200+ doctors &amp; researchers highly concerned about the #COVID19 humanitarian crisis in our LTC facilities.
 
It’s time to end for-profit #LTC, immediately address the staffing crisis &amp; legislate family caregiver rights into law.
 
#LTCjustice https://t.co/dd0EQN6C6x",0,0,0,0
@treasuremembers hyunsuk covered jihoon's phone this time 🤣 https://t.co/5s9rreYrd2,0,0,0,0
"Britain's Looming Cancer Crisis
#coronavirus #lockdown #COVID19 https://t.co/MuIjjch5dy via @LD_Sceptics",0,0,0,0
Had an out of the blue call for my vaccine for an appointment today. Eligible as a clinically vulnerable. Ran like clockwork. Extremely well run vaccination centre in Bermondsey. Well done to the NHS for achieving this!,0,0,0,0
COVID-19 UK: Employment Update - Clyde Guide To The Coronavirus Job Retention Scheme (furloughing) https://t.co/8Zqa3an8jS By @clydeconews,0,0,0,0
Nicola Sturgeon says she's considering quarantine on English entering Scotland as she believes Boris Johnson may be allowing Covid-19 to 'circulate at a higher level'.,0,0,0,0
"Very troubling. Toronto academic bioethicists, who prev drafted policies claiming no ethical/practical diff btwn natural death &amp; #euthanasia and supported violation of MDs’ freedom of conscience, are now drafting @ONgov #COVID19ON policies on rationing ventilators. #medicalethics https://t.co/nyov01SQtB",0,0,0,0
"Newmarket long-term care home resident Claire Pratt celebrates her 100th birthday, months after beating the COVID-19 virus.​  https://t.co/iNCHfetSPp",0,0,0,0
Happy day of reborn! @chocovania https://t.co/ulwakTVDUL,0,0,0,0
"@fordnation You're also leading in vaccines sitting, so there's that.

But, I will give you the fact those numbers are the best in the country because Ontario has received the most of any province.

Reality instead of a Photo op please",0,0,0,0
Sobeys confirms an employee at its Kanata location who tested positive for COVID-19 has been off since July 22. #ottnews https://t.co/MTE6Mr67X9,0,0,0,0
"Had a great dream last night. 

In contrast to Johnson, up in Scotland #NicolaSturgeon continued to take responsibility for Covid crisis, and spent the day helping at an NHS hospital, inviting me - as an Englishman who supports Scottish independence - to join her.

#indyref",0,0,0,0
"Dogs being trained to detect coronavirus in passengers arriving at UK airports
https://t.co/7zItqQ3RIC https://t.co/6osxnKbRt3",0,0,0,0
@taxicabstruce Cringe,0,0,0,0
"The UK couldn’t handle KFC running out of chicken, I don’t know what made me think we’d handle a pandemic",0,0,0,0
"Number of lab-confirmed #COVIDー19 cases within @EOHU_tweet region is at 18, as of this morning's Ontario update (itself based on EOHU data from 4 p.m. Tuesday). https://t.co/82qm3UvMCm",0,0,0,0
"20 additional deaths related to Covid-19 announced. Of the deaths reported today, 11 occurred in March, 3 in February and 6 in January.
As of midnight, Thursday 25th, the HPSC has been notified of 584 new confirmed cases of Covid-19, including 24 in Galway. https://t.co/1bOO7TFQ5R",0,0,0,0
"We've started assembling a list of Canadian restaurants &amp; small businesses that remain open for delivery &amp; take-out. We encourage everyone to keep supporting local right now. We're starting the list off in BC ❤️❤️❤️

https://t.co/rjbXKFI5cG

#staysafe #FlattenTheCurve #COVID19 https://t.co/UyZOGZZR6w",0,0,0,0
"Every political party in Ontario, except one, stood side-by-side this morning to try to pass #PaidSickDays so that people don't have to choose between their health &amp; paying their bills.

Paid sick days were blocked.

No. We are NOT ""all in this together"".

#COVID19",0,0,0,0
Dr Mary Ramsay of PHE tells @AndrewMarr9 that planned opening up in England from June 21st won’t bring things completely back to normal - events and travel will have guidelines on what’s allowable - things will be different from pre pandemic - some social distancing to continue,0,0,0,0
"Canada's proportion of COVID-19 deaths in long-term care double the average of other countries, study shows | CBC News https://t.co/RnU6ruoh1s",0,0,0,0
"So tonight when you’re clapping for the NHS, remember this video. Hundreds of volunteers took PPE from Police HQ in Kempston to care homes and hospices overnight, so we could keep them safe during this pandemic. Well done to Bedfordshire’s unsung. #ClapsforCarers 👏👏👏💙💚 https://t.co/bEEm4A1R2J",0,0,0,0
"BREAKING: Ontario is changing its public health advice to households. Multiple households to a max of 10 people can now have close contact. The province is calling these ""social circles"" (but you can call them social bubbles.) https://t.co/Qncxl3iB1m https://t.co/v2sjB9LkPi",0,0,0,0
"The #Coronavirus is our current health issue. 

Racism is Australia's pre-existing health condition. 

#QandA #AusPol #BlackLivesMatter #IndigenousLivesMatter",0,0,0,0
"#staysafe #stayathome #selfportrait @ Bristol, United Kingdom https://t.co/W8z1ANuNi8",0,0,0,0
"Here are the latest coronavirus figures for Lancashire 👇

The average rate for England overall was 224.9

Head to @BBCSounds and listen live for daily updates where you live.

📲https://t.co/BKIFOpnCLb https://t.co/F8PS8IGHwB",0,0,0,0
NEWS: The kitchen's had to close at a #Kent primary school after a member of staff tested positive for #coronavirus #kmfmnews https://t.co/femNSceJRJ https://t.co/alXdkL19Qy,0,0,0,0
"⭐️ CULTURE RECOVERY FUND: GRANTS. Application information now live. A £500 million programme providing financial support for cultural organisations during the #Covid19 crisis, across England...",0,0,0,0
"@SAHealth And yet a traveller on the preceding trip of Ruby Princess turned away from COVID testing at Flinders... why? Has persistent cough, short breath, but temp not high enough! Seriously.",0,0,0,0
"Ontario has now administered over 18,000 #COVID19 vaccines, thousands more than just this morning.",0,0,0,0
Breaking: Grant Robertson spoke to Treasury officials last night about targeted economic measures for Auckland IF - IF things persist beyond Friday. This could include a targeted wage subsidy extension. https://t.co/BXLJf6J5a9,0,0,0,0
"Woman, 90, dies from coronavirus in Belgium after refusing a ventilator and telling doctors: 'I had a good life, keep this for the younger' 
https://t.co/0vSCHgIn5R",0,0,0,0
"“[She was] attentive to the wants and suffering of others.”
 
Belly Mujinga, an essential worker who died with Covid-19, has become the face of the Black Lives Matter movement in the UK. 

Her husband tells @etutujoice how he’d like the world to remember her. https://t.co/OAgpmz9Pul",0,0,0,0
"39 aged care facilities in Victoria now have confirmed covid cases, up from 32 yesterday.  7 more notifications came in overnight.  Most of the 7 appear to be staff-only-cases at this stage.",0,0,0,0
"18 new cases were recorded in a single day in #Braintree

https://t.co/lA8sJOL2Uc",0,0,0,0
Hello all thinking about all of yous  today will be making an announcement at 2 20 in Holyrood today so stay tuned for that. Have a great day. Nicola #speech #holyrood #nicola #covid #announcement #borisJohnson,0,0,0,0
I need to draw her more:( https://t.co/GKkBU2ZxE8,0,0,0,0
Premier @jkenney announces doses of the #COVID19 vaccine have been delivered to continuing care facilities in #YYC https://t.co/k5MSpnRcBx,0,0,0,0
"UPDATED STATEMENT

272 new cases have tested positive for Novel Coronavirus (COVID-19) in Wales, bringing the total number of confirmed cases to 6,118, although the true number of cases is likely to be higher.

More here:https://t.co/Z1N6KvyokQ https://t.co/NhiS1tLZQu",0,0,0,0
"UPDATE: Jamaica has recorded 141 new COVID-19 cases in the past 24 hours.

Sun: 116
Mon: 83
Tue: 120
Wed: 72
Thu: 66
Fri: 141

Total: 598",0,0,0,0
"Covid 19 coronavirus: Lufthansa Airbus A380's Auckland flyover on German repatriation flight, via @nzherald https://t.co/jV0wYtZTMw",0,0,0,0
"Meanwhile in Canada:

🇨🇦 https://t.co/9uHVoJhZPc",0,0,0,0
"Here's our latest News Digest with pictures from the mass coronavirus vaccination programme and flooding throughout the UK.

#vaccine #vaccination #floods @PA 

https://t.co/ZkeukCm3Q7",0,0,0,0
"@scotgov @isslater Come on folks, we are now at 954,137 downloads.

Let's get this across Scotland!

#protectscotland #COVID19",0,0,0,0
"@InstitutMallet shares these observations and lessons from leaders in Quebec's philanthropic sector, including recommendations for the future. https://t.co/wkqtJeetKR",0,0,0,0
"Australia just recorded 20 straight months of falling construction activity.

The economy was weak long before coronavirus – and the Morrison Government was complacent despite the evidence. https://t.co/wRfbekR7mm",0,0,0,0
ヤクザにも反社にも休業補償支給しろという某新聞の言い分は国としたら「そうですね。ちゃんと納税して収入が分かる資料ちゃんと用意して雇用してる人がちゃんとわかるなら支給しますよ」って話になると思うんだが真面目にちゃんとそういう資料だす反社を私はみてみたい。,0,0,0,0
"Holy heck, this Alberta Government COVID-19 commercial is absolutely the stuff of nightmares. 

#yeg #yyc #ableg #covid19ab https://t.co/NEr5pOTb63",0,0,0,0
"Five Covid-19 Support Service Advisors wanted @Council__Jobs in Barnsley

See: https://t.co/zDFukbB5Lp

#BarnsleyJobs #CouncilJobs https://t.co/VT7d2pA8sa",0,0,0,0
"BREAKING: Another 14,162 confirmed cases of Covid-19 in the UK with 70 further reported deaths.",0,0,0,0
"COVID-19 antibody testing is now available across England for personal assistants who provide support to an adult. An antibody test will tell you if you've previously had the virus. To sign up, you will need to register on the online portal: https://t.co/BvEpe7VYJ9 #StaySafe",0,0,0,0
"Support for Ghanaian Artists impacted by COVID-19 update: Over the last 6 months, through the generosity of 64 donors we have been able to award funds to 33 artists &amp; creatives based in Ghana, to the sum of £1,363.93 (10,175 cedis). #SupportGhanaArtists",0,0,0,0
UPDATE:  'State of emergency' at Markham facility for adults with disabilities after staff walkout over COVID-19 https://t.co/Zsx2sowUUd,0,0,0,0
"Across the world, publicly run contact tracing systems have delivered an effective response to coronavirus. 

Meanwhile, England opted for a failing, privatised model.

https://t.co/5HlZaP26sA",0,0,0,0
'Asleep at the wheel': families of Covid-19 victims lament UK response https://t.co/o5oNLUAxJa,0,0,0,0
"UPDATE ON VACCINES: Canada has secured an agreement with Pfizer to begin early delivery of doses of Pfizer-BioNTech’s COVID-19 vaccine. We’re scheduled to receive up to 249,000 of our initial doses this month, with millions more on the way.",0,0,0,0
"The UK's just approved a vaccine for Covid with 95% efficacy and vaccinations will start in just days.

This is the start of the end. 

It's time to let yourself enjoy that news and give yourself a rest from all that worrying you've been doing.",0,0,0,0
Has anyone asked the new COVID-19 strain what it thinks of New Zealand,0,0,0,0
The blood clot incidence rate for those vaccinated in the UK is actually lower than the general population… 👇 https://t.co/X3B5qPU1rQ,0,0,0,0
"As of 9am 22 April, 559,935 tests have concluded, with 22,814 tests on 21 April. 

411,192 people have been tested of which 133,495 tested positive. 

As of 5pm on 21 April, of those hospitalised in the UK who tested positive for coronavirus, 18,100 have sadly died. https://t.co/gFFpwZe1gl",0,0,0,0
"Mutahi Kagwe locked down Eastleigh and Old Mombasa Town because he said their residents are indisciplined.

Given the population of State House, it has higher per capita Covid-19 cases than Eastleigh or Old Mombasa Town.

What will Mutahi Kagwe say?",0,0,0,0
"Congratulations to @MarcusRashford, who has been awarded an MBE for services to vulnerable children in the UK during COVID-19! 👏 https://t.co/w7j3kqXE5l",0,0,0,0
Hundreds of students in COVID-19 isolation across Saskatchewan https://t.co/GWTJDh6bbm,0,0,0,0
@iamsardeeq Mad jam!!!,0,0,0,0
Posthaste: This snapshot of Toronto condo rental and sales shows staggering impact of COVID-19 https://t.co/uD5PGPjPMr https://t.co/xHUS8IIZga,0,0,0,0
Kenya Loses First Health Worker To Covid-19 https://t.co/Wqz1kYIGuv,0,0,0,0
David Rowe on #DonaldTrump #Coronavirus #COVID19 #Lockdown #CoronavirusOutbreak - political cartoon gallery in London https://t.co/dePcTdnXF6 https://t.co/PE3vP5uuiE,0,0,0,0
